video_id,Label,Description,Excerpt,Issue,Importance
Y-xVXFuBZJU,Lower Taxes,"Trump promises to cut taxes again, including no taxes on tips, overtime, or social security.",President Trump will cut taxes again no taxes on tips overtime or social security,Tax policy,8
Y-xVXFuBZJU,Deportation Program,Trump promises to launch the largest deportation program in American history to remove illegal immigrants.,I will launch the largest deportation program in America history we have no choice,Illegal immigration,9
Y-xVXFuBZJU,Build It in America Plan,Trump promises a 15% made in America corporate tax rate to encourage domestic manufacturing.,the centerpiece of this plan will be a 15% made in America corporate tax rate cutting the tax from 21% to 15,Domestic manufacturing and economy,7
Y-xVXFuBZJU,Protect Social Security,Trump promises to protect Social Security and ensure benefits are for Americans only.,I will protect our and ensure that Federal benefits are for Americans only,Social Security and benefits,6
Y-xVXFuBZJU,Military Modernization,"Trump promises to strengthen and modernize the military, including building a missile defense shield.",We will strengthen and modernize our military I rebuilt our military and now we're going to Modern I it still further,Military strength and defense,7
Y-xVXFuBZJU,End Sanctuary Cities,Trump promises to end sanctuary cities and stop illegal immigration once and for all.,we will end Sanctuary cities and stop illegal immigration once and for all,Sanctuary cities and illegal immigration,8
Y-xVXFuBZJU,Rebuild American Cities,"Trump promises to rebuild cities, making them safe, clean, and beautiful again.",We will rebuild our cities including our capital in Washington DC making them safe clean and beautiful again,Urban development and safety,6
tOQIaMTt3Uw,Protect Social Security and Medicare,"Trump promises to protect Social Security and Medicare benefits for Americans, especially those on fixed incomes.",will you commit to helping protect Social Security and Medicare benefits a great question the answer is yes,Social Security and Medicare protection,8
tOQIaMTt3Uw,No Tax on Social Security Benefits,Trump pledges to eliminate taxes on Social Security benefits for seniors.,no tax on you know on Social Security benefits for seniors,Tax relief for seniors,7
tOQIaMTt3Uw,No Tax on Tips,"Trump promises to eliminate taxes on tips for workers, particularly benefiting those in the service industry.",no tax on tips also as you know,Tax relief for service workers,6
tOQIaMTt3Uw,No Tax on Overtime,Trump commits to eliminating taxes on overtime pay to benefit workers who put in extra hours.,no tax on overtime so if you work overtime,Tax relief for overtime workers,5
tOQIaMTt3Uw,Deduct Interest on Car Loans,Trump proposes allowing full deduction of interest payments on car loans to ease financial burdens.,you can fully deduct your interest payments when you buy a car,Financial relief for car buyers,4
tOQIaMTt3Uw,Energy Independence and Lower Costs,Trump promises to make the U.S. energy independent again and reduce energy bills by 50% within a year of taking office.,we will get your energy bill everybody in the audience including businesses down by 50 % from one year from when we take office,Energy independence and cost reduction,9
tOQIaMTt3Uw,Secure the Border,"Trump pledges to secure the U.S. border, reduce illegal immigration, and address crime associated with it.",we have to have strong borders and we want people to come in yes but we want people to come in that can really do it that can do a job,Border security and immigration control,10
tOQIaMTt3Uw,Support Law Enforcement,"Trump promises to support law enforcement by restoring their authority and respect, and indemnifying them against wrongful lawsuits.",we have to protect our law enforcement we have to indemnify them against the bad things,Law enforcement support and crime reduction,8
tOQIaMTt3Uw,Rebuild the Wall,Trump commits to completing the border wall to prevent illegal immigration and enhance national security.,we built hundreds of miles of wall um more than I said I was going to be doing,Border security and immigration control,9
